task_id,task_name,category,priority,task_duration_days,days_until_deadline,percent_complete,expected_percent_complete,num_dependencies,num_dependencies_incomplete,resource_availability_pct,team_workload_score,past_delays_count,progress_gap,risk_score_raw,risk_label
T0452,Presentation task 452,Presentation,Low,13,-2,68.3,100.0,1,1,64.8,1.4,0,31.700000000000003,0.36891661896784606,High
T0453,Testing task 453,Testing,Medium,7,-1,100.0,100.0,4,3,55.5,10.0,1,0.0,0.40859072651192413,High
T0454,Development task 454,Development,Medium,1,11,10.6,0.0,4,2,45.7,5.8,1,-10.6,0.1584825151830243,Low
T0455,Design task 455,Design,Low,9,1,63.1,88.9,4,4,41.7,6.2,0,25.800000000000004,0.4515672028473666,High
T0456,Design task 456,Design,Medium,8,3,36.0,62.5,4,4,23.2,1.6,1,26.5,0.48707822791540495,High
T0457,Design task 457,Design,Medium,3,17,69.4,0.0,5,2,48.9,5.0,1,-69.4,0.21241854978666438,Medium
T0458,Documentation task 458,Documentation,Low,9,18,56.2,0.0,3,0,82.5,6.3,1,-56.2,0.12914283899528706,Low
T0459,Testing task 459,Testing,High,12,17,74.0,0.0,1,0,38.0,4.4,0,-74.0,0.21114957186635763,Medium
T0460,Design task 460,Design,Medium,2,3,84.4,0.0,5,1,42.6,7.7,2,-84.4,0.32804112957689346,Medium
T0461,Testing task 461,Testing,Medium,11,12,59.8,0.0,1,0,100.0,10.0,1,-59.8,0.2177542210492522,Medium
T0462,Documentation task 462,Documentation,Medium,2,12,83.3,0.0,1,0,57.3,2.6,1,-83.3,0.0,Low
T0463,Research task 463,Research,Medium,11,2,0.0,81.8,4,0,76.4,2.4,0,81.8,0.47437615192210547,High
T0464,Research task 464,Research,High,6,10,94.8,0.0,5,5,82.8,2.8,2,-94.8,0.29962002177139646,Medium
T0465,Presentation task 465,Presentation,Medium,1,10,64.4,0.0,2,0,83.3,9.0,0,-64.4,0.2831238207012075,Medium
T0466,Documentation task 466,Documentation,Medium,14,7,81.9,50.0,4,3,39.6,7.6,1,-31.900000000000006,0.30215036512795246,Medium
T0467,Testing task 467,Testing,High,3,15,24.5,0.0,5,2,65.4,4.7,0,-24.5,0.10089413638422114,Low
T0468,Presentation task 468,Presentation,High,9,13,34.2,0.0,4,0,37.6,5.1,0,-34.2,0.17046092283625883,Low
T0469,Testing task 469,Testing,High,3,10,58.6,0.0,0,0,100.0,3.0,0,-58.6,0.031231383512141952,Low
T0470,Testing task 470,Testing,Low,14,14,54.6,0.0,3,2,38.1,7.2,0,-54.6,0.3335331991807411,High
T0471,Design task 471,Design,Low,11,15,62.1,0.0,1,1,49.0,4.1,1,-62.1,0.30841308389598443,Medium
T0472,Documentation task 472,Documentation,Medium,12,11,82.1,8.3,5,4,49.2,4.3,0,-73.8,0.2696686260893585,Medium
T0473,Documentation task 473,Documentation,Medium,7,4,10.9,42.9,0,0,40.1,6.5,1,32.0,0.3139812643760304,Medium
T0474,Design task 474,Design,Medium,7,15,79.3,0.0,5,5,97.1,4.5,1,-79.3,0.28131932430913975,Medium
T0475,Documentation task 475,Documentation,High,9,14,55.2,0.0,1,1,100.0,4.4,1,-55.2,0.16985023338204178,Low
T0476,Documentation task 476,Documentation,Low,11,20,49.9,0.0,2,2,60.5,5.0,2,-49.9,0.2839175616218273,Medium
T0477,Research task 477,Research,Low,12,1,18.2,91.7,1,0,43.6,7.0,0,73.5,0.5387067469337643,High
T0478,Research task 478,Research,Medium,1,7,67.6,0.0,4,4,25.3,9.1,1,-67.6,0.48820555951184524,High
T0479,Testing task 479,Testing,Low,10,19,0.0,0.0,2,2,65.1,6.5,0,0.0,0.337381645526488,High
T0480,Testing task 480,Testing,Medium,2,9,71.2,0.0,4,1,63.7,7.0,1,-71.2,0.2077051810303904,Medium
T0481,Testing task 481,Testing,Medium,5,19,17.7,0.0,0,0,57.0,4.5,0,-17.7,0.02501055061234085,Low
T0482,Development task 482,Development,Medium,12,-2,56.3,100.0,2,1,74.4,3.2,1,43.7,0.3852730290136909,High
T0483,Presentation task 483,Presentation,Medium,4,-2,52.0,100.0,5,3,77.9,6.6,0,48.0,0.4322509993661476,High
T0484,Development task 484,Development,Medium,12,16,84.2,0.0,5,0,76.5,5.4,0,-84.2,0.10976374904947059,Low
T0485,Design task 485,Design,Medium,7,6,50.5,14.3,1,1,63.7,1.4,1,-36.2,0.1585621220307862,Low
T0486,Research task 486,Research,Low,4,9,37.6,0.0,2,0,48.0,4.2,2,-37.6,0.17329634056005325,Low
T0487,Presentation task 487,Presentation,Medium,5,7,42.3,0.0,2,0,83.3,4.8,2,-42.3,0.0784195518717551,Low
T0488,Documentation task 488,Documentation,Medium,8,7,86.8,12.5,3,1,70.3,3.7,1,-74.3,0.10268079483074774,Low
T0489,Development task 489,Development,Low,11,19,68.4,0.0,3,3,87.8,8.7,0,-68.4,0.3599345741285446,High
T0490,Design task 490,Design,Medium,9,0,45.4,100.0,0,0,85.8,6.2,0,54.6,0.3069171193316173,Medium
T0491,Research task 491,Research,High,14,15,49.1,0.0,4,1,41.6,8.4,1,-49.1,0.2702832479294843,Medium
T0492,Research task 492,Research,Low,13,18,15.8,0.0,1,1,41.3,5.7,1,-15.8,0.33794240899680844,High
T0493,Research task 493,Research,Medium,11,13,64.7,0.0,1,1,54.9,5.2,0,-64.7,0.29136520631147866,Medium
T0494,Testing task 494,Testing,High,9,7,11.0,22.2,5,0,48.9,2.7,0,11.2,0.19609241024576757,Low
T0495,Design task 495,Design,High,5,1,73.8,80.0,4,3,85.1,5.0,1,6.200000000000003,0.31085999239174344,Medium
T0496,Research task 496,Research,Medium,6,13,58.2,0.0,2,0,77.0,5.0,0,-58.2,0.14570016542684247,Low
T0497,Design task 497,Design,Medium,2,8,100.0,0.0,5,4,92.0,1.6,0,-100.0,0.23798773996364103,Medium
T0498,Documentation task 498,Documentation,High,6,1,27.5,83.3,2,0,77.9,3.7,0,55.8,0.3452011296997686,High
T0499,Development task 499,Development,Medium,13,6,52.4,53.8,3,0,74.2,4.2,1,1.3999999999999986,0.031406549325957475,Low
T0500,Research task 500,Research,Low,6,20,100.0,0.0,1,1,94.0,6.0,0,-100.0,0.17257333969249516,Low
T0501,Documentation task 501,Documentation,Low,2,4,84.8,0.0,1,1,79.4,6.2,1,-84.8,0.28538517025277105,Medium
T0502,Development task 502,Development,High,10,2,37.6,80.0,2,2,71.4,3.5,0,42.4,0.37577853664786304,High
T0503,Design task 503,Design,Medium,14,13,60.6,7.1,3,2,99.6,6.2,1,-53.5,0.29127197363959884,Medium
T0504,Documentation task 504,Documentation,Low,13,2,55.0,84.6,4,2,72.3,4.5,1,29.599999999999994,0.33615767525834506,High
T0505,Presentation task 505,Presentation,Medium,4,19,62.0,0.0,2,0,63.9,0.0,0,-62.0,0.05841243856797181,Low
T0506,Testing task 506,Testing,High,7,17,37.5,0.0,5,1,53.2,3.8,0,-37.5,0.2167705432784201,Medium
T0507,Research task 507,Research,Medium,8,20,52.8,0.0,3,2,84.1,7.7,0,-52.8,0.23020750513453536,Medium
T0508,Design task 508,Design,High,4,18,15.0,0.0,0,0,94.7,0.8,0,-15.0,0.028763851786409292,Low
T0509,Testing task 509,Testing,Medium,4,3,58.4,25.0,4,1,69.0,5.3,2,-33.4,0.264289507533289,Medium
T0510,Presentation task 510,Presentation,High,4,2,66.3,50.0,3,1,96.2,9.0,0,-16.299999999999997,0.1470864692083157,Low
T0511,Presentation task 511,Presentation,High,14,5,49.3,64.3,2,0,30.6,3.1,1,15.0,0.2055017585472892,Medium
T0512,Presentation task 512,Presentation,Low,11,8,14.6,27.3,2,1,68.9,5.0,0,12.700000000000001,0.2742243314356227,Medium
T0513,Documentation task 513,Documentation,Medium,12,18,79.7,0.0,1,0,69.2,1.7,0,-79.7,0.0749800074171297,Low
T0514,Testing task 514,Testing,Low,12,14,64.1,0.0,3,0,55.5,9.1,1,-64.1,0.29328335727054067,Medium
T0515,Testing task 515,Testing,High,14,12,36.8,14.3,3,0,100.0,4.8,0,-22.499999999999996,0.0,Low
T0516,Documentation task 516,Documentation,Low,2,18,48.0,0.0,2,1,68.7,5.1,0,-48.0,0.10561657826936,Low
T0517,Documentation task 517,Documentation,Medium,13,12,17.5,7.7,1,0,61.8,8.4,1,-9.8,0.23845099249780255,Medium
T0518,Testing task 518,Testing,High,1,6,29.4,0.0,2,0,70.5,6.7,1,-29.4,0.20470702741330543,Medium
T0519,Research task 519,Research,Low,7,7,41.6,0.0,2,1,29.9,2.8,2,-41.6,0.23748749965840832,Medium
T0520,Presentation task 520,Presentation,High,9,9,85.7,0.0,2,0,54.8,3.4,0,-85.7,0.13881972000228623,Low
T0521,Research task 521,Research,Low,6,0,39.0,100.0,1,0,89.7,6.2,1,61.0,0.4258770155482369,High
T0522,Development task 522,Development,Medium,3,15,71.0,0.0,3,0,57.4,3.4,0,-71.0,0.07420683970741268,Low
T0523,Development task 523,Development,Medium,3,13,41.5,0.0,1,0,53.4,0.0,0,-41.5,0.03455758124753503,Low
T0524,Presentation task 524,Presentation,Medium,12,14,61.2,0.0,3,3,96.2,4.9,1,-61.2,0.25535297562659853,Medium
T0525,Research task 525,Research,Medium,5,10,51.5,0.0,0,0,96.8,1.3,1,-51.5,0.08617111466135267,Low
T0526,Development task 526,Development,High,5,16,76.8,0.0,2,0,80.3,9.0,0,-76.8,0.10625215368210078,Low
T0527,Development task 527,Development,Medium,13,19,41.6,0.0,4,1,60.9,5.4,0,-41.6,0.16975261840324907,Low
T0528,Research task 528,Research,Medium,3,11,15.7,0.0,4,1,65.2,2.7,1,-15.7,0.13715483508144474,Low
T0529,Design task 529,Design,High,13,8,20.5,38.5,4,1,53.9,3.3,0,18.0,0.24254795525213818,Medium
T0530,Development task 530,Development,High,13,0,41.7,100.0,4,3,50.1,0.3,0,58.3,0.4529650814995582,High
T0531,Presentation task 531,Presentation,Low,9,15,23.8,0.0,0,0,49.1,2.3,0,-23.8,0.08355582080985703,Low
T0532,Development task 532,Development,High,3,18,65.3,0.0,2,0,57.6,7.5,0,-65.3,0.23852828903787027,Medium
T0533,Presentation task 533,Presentation,Low,3,14,43.4,0.0,3,2,49.3,10.0,0,-43.4,0.299087125918959,Medium
T0534,Documentation task 534,Documentation,Medium,4,17,100.0,0.0,4,4,38.7,6.8,0,-100.0,0.3393451818489273,High
T0535,Documentation task 535,Documentation,Medium,9,17,11.6,0.0,3,3,74.4,4.8,1,-11.6,0.1974917848706855,Low
T0536,Presentation task 536,Presentation,High,3,16,60.1,0.0,5,3,74.7,3.9,0,-60.1,0.16076870615770525,Low
T0537,Documentation task 537,Documentation,Low,7,9,26.8,0.0,1,1,100.0,2.6,0,-26.8,0.1648038038169525,Low
T0538,Documentation task 538,Documentation,Low,2,0,42.7,100.0,0,0,56.6,10.0,0,57.3,0.48168009781774296,High
T0539,Research task 539,Research,High,8,-2,58.5,100.0,0,0,75.9,4.5,1,41.5,0.3655425161699547,High
T0540,Documentation task 540,Documentation,Low,1,2,0.0,0.0,3,3,76.3,10.0,0,0.0,0.39309911429728356,High
T0541,Research task 541,Research,Medium,10,7,60.9,30.0,3,3,64.9,8.5,1,-30.9,0.4512023684814244,High
T0542,Documentation task 542,Documentation,Medium,1,15,100.0,0.0,1,0,84.9,0.6,2,-100.0,0.02759039196098781,Low
T0543,Testing task 543,Testing,Medium,3,8,43.7,0.0,4,0,85.5,3.3,0,-43.7,0.0,Low
T0544,Documentation task 544,Documentation,Low,3,-2,61.5,100.0,4,0,76.5,3.3,0,38.5,0.2369723501964238,Medium
T0545,Testing task 545,Testing,Medium,12,2,80.6,83.3,2,2,64.9,4.8,0,2.700000000000003,0.26225074154175376,Medium
T0546,Development task 546,Development,High,1,20,50.9,0.0,1,1,62.8,4.8,0,-50.9,0.17908365316915445,Low
T0547,Development task 547,Development,Medium,7,20,40.5,0.0,4,1,42.6,10.0,1,-40.5,0.2974497090489094,Medium
T0548,Testing task 548,Testing,Low,9,6,0.0,33.3,4,1,53.9,2.3,0,33.3,0.322832745277851,Medium
T0549,Development task 549,Development,Low,8,16,71.0,0.0,1,0,57.6,5.6,0,-71.0,0.22458295364849573,Medium
T0550,Development task 550,Development,Medium,10,14,52.2,0.0,1,1,47.5,6.5,2,-52.2,0.33479875842566353,High
T0551,Development task 551,Development,High,12,19,29.7,0.0,2,1,78.8,5.0,1,-29.7,0.2971969441060341,Medium
T0552,Testing task 552,Testing,Medium,6,18,58.2,0.0,3,3,93.9,5.3,1,-58.2,0.23749801383834573,Medium
T0553,Design task 553,Design,Low,12,12,40.4,0.0,0,0,51.8,2.4,1,-40.4,0.04334071456654531,Low
T0554,Testing task 554,Testing,Medium,5,7,41.8,0.0,5,1,75.7,5.3,0,-41.8,0.2019422367277418,Low
T0555,Design task 555,Design,Low,14,12,70.2,14.3,2,1,49.3,6.3,1,-55.900000000000006,0.16195361374588021,Low
T0556,Design task 556,Design,Low,8,5,21.5,37.5,2,0,63.9,5.8,0,16.0,0.15939984886500977,Low
T0557,Development task 557,Development,High,11,6,81.2,45.5,0,0,56.2,6.4,2,-35.7,0.22103894495447315,Medium
T0558,Research task 558,Research,Medium,13,12,20.1,7.7,5,5,82.0,8.5,1,-12.400000000000002,0.3327142593308943,Medium
T0559,Testing task 559,Testing,Low,12,11,38.4,8.3,1,1,56.4,7.3,0,-30.099999999999998,0.2653523618564247,Medium
T0560,Documentation task 560,Documentation,Medium,12,11,100.0,8.3,5,3,90.2,5.2,1,-91.7,0.15032716502566634,Low
T0561,Presentation task 561,Presentation,Low,8,6,83.2,25.0,2,1,65.1,2.1,1,-58.2,0.1666432138616665,Low
T0562,Design task 562,Design,Low,1,7,57.4,0.0,5,1,57.0,3.5,0,-57.4,0.20051645777022292,Low
T0563,Testing task 563,Testing,Medium,7,-2,31.5,100.0,1,1,44.9,4.5,1,68.5,0.5775650624934676,High
T0564,Testing task 564,Testing,Medium,3,11,41.8,0.0,0,0,75.1,5.6,0,-41.8,0.07983870601794696,Low
T0565,Documentation task 565,Documentation,Medium,13,11,56.8,15.4,4,2,87.9,3.8,1,-41.4,0.10943974363680015,Low
T0566,Testing task 566,Testing,High,4,19,55.9,0.0,4,3,75.5,2.7,0,-55.9,0.15677027085222106,Low
T0567,Documentation task 567,Documentation,Low,4,9,52.7,0.0,3,0,100.0,2.0,0,-52.7,0.04961668762071792,Low
T0568,Presentation task 568,Presentation,High,4,8,54.2,0.0,0,0,98.6,0.9,0,-54.2,0.0327801131179855,Low
T0569,Research task 569,Research,Medium,9,-1,49.6,100.0,5,1,63.8,4.4,1,50.4,0.36667464497021657,High
T0570,Development task 570,Development,Low,8,2,19.0,75.0,2,2,63.6,1.3,0,56.0,0.32289536223423043,Medium
T0571,Testing task 571,Testing,High,14,5,42.1,64.3,5,0,79.4,2.5,0,22.199999999999996,0.16710063818360824,Low
T0572,Testing task 572,Testing,Low,6,6,77.9,0.0,5,0,53.2,4.0,0,-77.9,0.08531463005123743,Low
T0573,Development task 573,Development,Medium,4,6,20.8,0.0,5,4,93.3,1.7,0,-20.8,0.2033364572840975,Medium
T0574,Design task 574,Design,Medium,1,7,50.3,0.0,4,1,77.2,5.9,0,-50.3,0.12489451789361253,Low
T0575,Testing task 575,Testing,Low,1,15,34.5,0.0,4,1,75.1,6.9,1,-34.5,0.14812164398317626,Low
T0576,Documentation task 576,Documentation,High,6,1,57.8,83.3,3,2,83.7,3.6,0,25.5,0.31535859536297917,Medium
T0577,Research task 577,Research,Low,13,5,45.3,61.5,0,0,100.0,3.9,0,16.200000000000003,0.23308496150131844,Medium
T0578,Testing task 578,Testing,High,8,1,91.9,87.5,2,0,73.4,6.3,0,-4.400000000000006,0.21185149955582866,Medium
T0579,Presentation task 579,Presentation,Low,13,5,67.7,61.5,4,0,67.7,3.2,0,-6.200000000000003,0.10326096496029258,Low
T0580,Testing task 580,Testing,Low,2,13,22.2,0.0,4,0,100.0,3.0,0,-22.2,0.06294257681904841,Low
T0581,Presentation task 581,Presentation,Medium,2,-1,71.8,100.0,3,0,89.4,8.0,0,28.200000000000003,0.20704420692572012,Medium
T0582,Development task 582,Development,High,12,5,35.6,58.3,4,0,63.6,7.2,0,22.699999999999996,0.18593298146237217,Low
T0583,Research task 583,Research,Low,2,-2,40.6,100.0,0,0,70.1,6.5,1,59.4,0.31137022341430964,Medium
T0584,Documentation task 584,Documentation,High,1,19,62.8,0.0,2,2,73.9,7.3,2,-62.8,0.40181036139549775,High
T0585,Design task 585,Design,Low,6,14,42.7,0.0,3,1,77.2,0.1,0,-42.7,0.16206930145778742,Low
T0586,Research task 586,Research,Medium,13,3,77.3,76.9,5,0,42.9,8.4,0,-0.3999999999999915,0.2512909263107455,Medium
T0587,Design task 587,Design,Medium,10,2,35.6,80.0,1,0,39.2,6.0,0,44.4,0.37335575515421027,High
T0588,Presentation task 588,Presentation,Low,2,0,39.5,100.0,1,0,52.3,7.5,0,60.5,0.36822049987512095,High
T0589,Documentation task 589,Documentation,High,12,8,38.6,33.3,2,2,50.7,6.0,0,-5.300000000000004,0.2863183353207988,Medium
T0590,Design task 590,Design,Medium,12,15,40.9,0.0,1,0,57.1,5.1,1,-40.9,0.24713626058686128,Medium
T0591,Testing task 591,Testing,Medium,12,11,82.5,8.3,3,0,82.7,4.3,1,-74.2,0.11368746657645237,Low
T0592,Development task 592,Development,Medium,13,18,70.7,0.0,3,0,66.6,5.9,0,-70.7,0.11036767668940521,Low
T0593,Design task 593,Design,Medium,4,5,97.7,0.0,4,2,73.9,4.2,2,-97.7,0.12757980033315267,Low
T0594,Presentation task 594,Presentation,Medium,14,4,100.0,71.4,5,1,45.5,7.2,0,-28.599999999999994,0.30209861971987356,Medium
T0595,Documentation task 595,Documentation,High,5,8,29.2,0.0,0,0,60.8,1.0,0,-29.2,0.07029580994861719,Low
T0596,Development task 596,Development,Medium,12,2,56.8,83.3,1,1,81.7,3.6,0,26.5,0.21636330733185855,Medium
T0597,Development task 597,Development,Medium,9,20,25.6,0.0,1,1,81.9,10.0,0,-25.6,0.2309367158964229,Medium
T0598,Documentation task 598,Documentation,Medium,11,2,35.6,81.8,1,0,55.5,3.4,0,46.199999999999996,0.24557309913209346,Medium
T0599,Development task 599,Development,Medium,9,9,39.2,0.0,4,4,73.2,4.4,0,-39.2,0.2596128237144015,Medium
T0600,Development task 600,Development,Medium,9,10,28.6,0.0,0,0,100.0,2.8,1,-28.6,0.06903361514730759,Low
T0601,Development task 601,Development,Medium,9,-1,28.7,100.0,0,0,69.6,5.8,0,71.3,0.41698914678607374,High
T0602,Development task 602,Development,Medium,11,8,51.4,27.3,5,1,56.1,3.2,0,-24.099999999999998,0.18603566315767742,Low
T0603,Testing task 603,Testing,High,11,8,24.6,27.3,5,0,66.5,4.5,1,2.6999999999999993,0.14780677869028871,Low
T0604,Research task 604,Research,High,2,3,76.1,0.0,1,1,71.8,7.1,0,-76.1,0.32191561926360657,Medium
T0605,Development task 605,Development,High,12,0,32.1,100.0,1,1,67.0,3.3,1,67.9,0.4854569627626307,High
T0606,Development task 606,Development,High,8,-1,100.0,100.0,3,1,69.4,7.0,1,0.0,0.4298329462672239,High
T0607,Design task 607,Design,Medium,5,-2,43.7,100.0,3,2,41.1,7.1,0,56.3,0.5336755638263021,High
T0608,Development task 608,Development,Medium,8,9,56.8,0.0,5,1,50.7,7.6,2,-56.8,0.20945016707887307,Medium
T0609,Development task 609,Development,Low,14,0,22.6,100.0,2,1,67.0,5.4,0,77.4,0.4667516391618788,High
T0610,Development task 610,Development,Medium,13,20,97.7,0.0,0,0,66.7,10.0,1,-97.7,0.20606963033895137,Medium
T0611,Presentation task 611,Presentation,Low,12,3,83.0,75.0,2,2,58.7,7.6,2,-8.0,0.27663986212337743,Medium
T0612,Testing task 612,Testing,Low,7,13,62.4,0.0,3,2,66.5,5.8,0,-62.4,0.25197814219139053,Medium
T0613,Testing task 613,Testing,High,11,13,21.3,0.0,3,2,71.2,2.8,0,-21.3,0.08993481152175963,Low
T0614,Design task 614,Design,High,6,9,60.3,0.0,3,2,87.8,4.8,0,-60.3,0.19838354620286155,Low
T0615,Presentation task 615,Presentation,Medium,10,18,27.0,0.0,5,3,68.0,8.6,0,-27.0,0.20943741279518235,Medium
T0616,Research task 616,Research,Low,9,0,91.6,100.0,4,4,78.0,9.3,0,8.400000000000006,0.39283532963099543,High
T0617,Testing task 617,Testing,Medium,4,3,75.2,25.0,1,0,59.2,8.7,1,-50.2,0.2585936866232846,Medium
T0618,Design task 618,Design,Medium,4,3,57.4,25.0,2,1,81.4,7.0,0,-32.4,0.33476855086048435,High
T0619,Documentation task 619,Documentation,High,1,1,0.0,0.0,4,2,77.5,1.9,1,0.0,0.14501664062760883,Low
T0620,Development task 620,Development,High,2,4,30.4,0.0,2,1,87.3,6.2,0,-30.4,0.18120079419534707,Low
T0621,Design task 621,Design,Medium,7,5,72.2,28.6,2,0,84.3,1.9,2,-43.6,0.049195399594556224,Low
T0622,Research task 622,Research,Low,7,15,85.3,0.0,1,0,81.8,1.3,0,-85.3,0.003306483871960225,Low
T0623,Documentation task 623,Documentation,Low,3,4,82.7,0.0,1,1,68.0,5.6,0,-82.7,0.20625133350152278,Medium
T0624,Development task 624,Development,Low,6,18,15.2,0.0,4,0,74.9,6.3,2,-15.2,0.20668665711518028,Medium
T0625,Design task 625,Design,Medium,9,15,62.5,0.0,5,3,91.3,7.3,1,-62.5,0.2148138734551477,Medium
T0626,Presentation task 626,Presentation,Low,4,18,80.4,0.0,4,3,57.0,6.2,0,-80.4,0.38996563491354275,High
T0627,Research task 627,Research,Low,5,0,13.5,100.0,1,0,57.4,6.3,2,86.5,0.56528229612807,High
T0628,Development task 628,Development,Low,6,20,54.8,0.0,0,0,73.6,2.5,1,-54.8,0.04326613360796291,Low
T0629,Research task 629,Research,Low,8,12,61.8,0.0,0,0,78.3,4.7,1,-61.8,0.10138140755941281,Low
T0630,Research task 630,Research,Medium,6,20,47.5,0.0,2,0,53.5,1.2,1,-47.5,0.06432431716466719,Low
T0631,Research task 631,Research,Low,11,6,8.7,45.5,3,0,68.5,0.0,1,36.8,0.23272009931400234,Medium
T0632,Design task 632,Design,High,5,19,46.9,0.0,5,1,68.1,6.9,0,-46.9,0.10274435050507072,Low
T0633,Presentation task 633,Presentation,Low,7,11,46.8,0.0,5,0,25.7,3.1,3,-46.8,0.14090243097820945,Low
T0634,Development task 634,Development,Low,6,-1,51.3,100.0,0,0,65.6,7.2,1,48.7,0.3771393607292096,High
T0635,Presentation task 635,Presentation,Low,3,7,40.9,0.0,4,0,66.9,7.8,1,-40.9,0.21746400632358293,Medium
T0636,Design task 636,Design,Medium,10,1,43.9,90.0,1,0,66.8,3.5,1,46.1,0.38196968040780527,High
T0637,Documentation task 637,Documentation,Low,4,19,54.0,0.0,1,0,98.3,6.5,0,-54.0,0.16907710953864216,Low
T0638,Research task 638,Research,Medium,5,5,66.1,0.0,3,3,45.7,3.3,0,-66.1,0.3074400759973765,Medium
T0639,Research task 639,Research,Low,12,3,47.4,75.0,0,0,53.5,0.4,0,27.6,0.18820552318209902,Low
T0640,Research task 640,Research,High,14,10,44.8,28.6,2,1,17.8,5.3,0,-16.199999999999996,0.3091979572823663,Medium
T0641,Presentation task 641,Presentation,Low,10,7,57.3,30.0,3,0,60.4,3.8,0,-27.299999999999997,0.059174969128414474,Low
T0642,Documentation task 642,Documentation,Medium,13,0,7.0,100.0,1,1,62.1,3.9,1,93.0,0.5152838055658555,High
T0643,Documentation task 643,Documentation,High,12,16,66.9,0.0,3,0,59.8,9.9,0,-66.9,0.23063187888432443,Medium
T0644,Presentation task 644,Presentation,Low,7,17,55.0,0.0,2,1,92.2,1.2,3,-55.0,0.09608274580922414,Low
T0645,Design task 645,Design,Low,11,15,56.0,0.0,4,0,87.2,6.0,3,-56.0,0.15593466339172596,Low
T0646,Documentation task 646,Documentation,High,5,12,79.0,0.0,1,0,71.6,2.5,0,-79.0,0.08608135079364074,Low
T0647,Testing task 647,Testing,Low,7,7,6.2,0.0,0,0,62.6,7.3,2,-6.2,0.21133931129224814,Medium
T0648,Testing task 648,Testing,Low,8,10,5.7,0.0,3,0,90.5,5.7,1,-5.7,0.1633062435929193,Low
T0649,Testing task 649,Testing,Medium,14,9,61.8,35.7,1,0,69.6,5.9,0,-26.099999999999994,0.1757037594145866,Low
T0650,Development task 650,Development,Low,12,1,54.8,91.7,4,2,53.6,2.6,1,36.900000000000006,0.38416667002505117,High
T0651,Research task 651,Research,High,7,-1,59.3,100.0,0,0,35.7,3.1,3,40.7,0.3732992359765297,High
T0652,Research task 652,Research,Medium,10,3,43.4,70.0,3,1,61.2,7.3,0,26.6,0.3361881044338161,High
T0653,Testing task 653,Testing,Medium,3,8,71.6,0.0,5,3,85.1,9.4,1,-71.6,0.2502061458329206,Medium
T0654,Testing task 654,Testing,Low,12,1,78.3,91.7,0,0,100.0,6.2,1,13.400000000000006,0.18674522056635814,Low
T0655,Documentation task 655,Documentation,Medium,8,0,67.1,100.0,1,1,71.2,2.8,1,32.900000000000006,0.49792533784568727,High
T0656,Testing task 656,Testing,Medium,8,17,48.5,0.0,5,4,54.7,5.8,0,-48.5,0.29739281837751036,Medium
T0657,Design task 657,Design,Low,11,6,2.3,45.5,3,2,46.3,10.0,1,43.2,0.5209289175185441,High
T0658,Development task 658,Development,High,9,11,74.2,0.0,1,1,81.0,5.3,0,-74.2,0.1727259675484819,Low
T0659,Development task 659,Development,Medium,2,10,85.5,0.0,1,0,34.7,8.7,1,-85.5,0.29612033748816,Medium
T0660,Presentation task 660,Presentation,High,5,14,71.1,0.0,4,1,81.0,3.1,0,-71.1,0.15301362113317124,Low
T0661,Testing task 661,Testing,Low,3,15,33.0,0.0,5,2,86.4,4.9,0,-33.0,0.1989342943994209,Low
T0662,Testing task 662,Testing,Low,11,4,71.8,63.6,2,0,78.7,6.5,1,-8.199999999999996,0.16686122900433983,Low
T0663,Documentation task 663,Documentation,Medium,1,17,76.5,0.0,2,2,65.6,6.0,1,-76.5,0.34330950478833855,High
T0664,Development task 664,Development,High,3,6,94.0,0.0,4,1,81.3,3.1,1,-94.0,0.19480092649840336,Low
T0665,Presentation task 665,Presentation,Medium,9,17,33.1,0.0,1,1,73.4,3.0,1,-33.1,0.21572161263413142,Medium
T0666,Documentation task 666,Documentation,Low,10,7,49.3,30.0,1,1,54.4,7.5,0,-19.299999999999997,0.27516938204998387,Medium
T0667,Presentation task 667,Presentation,High,8,0,73.7,100.0,4,2,100.0,8.0,0,26.299999999999997,0.386778549505738,High
T0668,Documentation task 668,Documentation,Low,13,15,56.4,0.0,1,1,63.0,8.8,1,-56.4,0.2589604013386795,Medium
T0669,Testing task 669,Testing,Medium,13,-2,27.1,100.0,4,2,85.5,9.5,0,72.9,0.5335019859692337,High
T0670,Research task 670,Research,Medium,2,15,65.4,0.0,2,0,21.6,5.3,2,-65.4,0.22776831618908824,Medium
T0671,Testing task 671,Testing,Low,14,-2,69.5,100.0,5,0,95.5,4.2,0,30.5,0.15943214657809274,Low
T0672,Research task 672,Research,Low,9,2,57.2,77.8,0,0,99.4,8.4,0,20.599999999999994,0.2703797636781712,Medium
T0673,Testing task 673,Testing,Low,9,11,60.5,0.0,5,0,70.6,6.8,0,-60.5,0.09795430562670884,Low
T0674,Documentation task 674,Documentation,High,2,19,48.5,0.0,1,1,81.2,2.5,1,-48.5,0.1587921155915788,Low
T0675,Testing task 675,Testing,Medium,9,7,92.0,22.2,0,0,81.2,2.4,0,-69.8,0.05353602021601142,Low
T0676,Design task 676,Design,Medium,11,0,32.5,100.0,4,2,57.1,6.2,0,67.5,0.5255643410785276,High
T0677,Research task 677,Research,High,9,3,40.3,66.7,3,1,80.9,4.6,0,26.400000000000006,0.2428673361788479,Medium
